ad_date,campaign_name,total_spend,total_impressions,total_clicks,total_value,cpc,cpm,ctr,romi
19/09/2021,Crazy discounts,10.56,11184,169,13.78,0.06,0.94,0.015110873,1.304924242
19/09/2021,Electronics,69.45,45907,167,114.79,0.42,1.51,0.003637789,1.652843772
19/09/2021,Lookalike,279.79,109900,903,409.54,0.31,2.55,0.008216561,1.463740663
19/09/2021,Promos,66.06,42059,185,142.33,0.36,1.57,0.004398583,2.154556464
19/09/2021,Wholesale,77.34,5266,50,77.37,1.55,14.69,0.009494873,1.000387898
18/09/2021,Crazy discounts,13.29,10352,210,10.23,0.06,1.28,0.020285935,0.769751693
18/09/2021,Electronics,293.84,103177,175,307.55,1.68,2.85,0.001696114,1.046658045
18/09/2021,Lookalike,367.9,49650,214,390.2,1.72,7.41,0.004310171,1.060614297
18/09/2021,Promos,77.95,36559,315,158.37,0.25,2.13,0.008616209,2.031686979
18/09/2021,Wholesale,73.44,23188,103,107.38,0.71,3.17,0.004441953,1.462145969
17/09/2021,Brand,18.48,23747,37,30.78,0.5,0.78,0.001558092,1.665584416
17/09/2021,Crazy discounts,16.3,7339,257,12.69,0.06,2.22,0.035018395,0.778527607
17/09/2021,Lookalike,210.15,78503,776,351.62,0.27,2.68,0.009884973,1.67318582
17/09/2021,Wholesale,131.42,23684,81,181.55,1.62,5.55,0.00342003,1.38144879
16/09/2021,Brand,11.73,19546,53,17.02,0.22,0.6,0.002711552,1.450980392
16/09/2021,Crazy discounts,31.32,8984,176,23.62,0.18,3.49,0.019590383,0.754150702
16/09/2021,Lookalike,315.65,54921,474,252.34,0.67,5.75,0.008630578,0.799429748
16/09/2021,Promos,49.96,32876,148,85.67,0.34,1.52,0.004501764,1.714771817
16/09/2021,Wholesale,50.78,7309,46,79.68,1.1,6.95,0.006293611,1.569121701
15/09/2021,Brand,6.49,17004,20,6.52,0.32,0.38,0.001176194,1.004622496
15/09/2021,Electronics,339.08,15175,327,363.61,1.04,22.34,0.0215486,1.07234281
15/09/2021,Lookalike,399.03,65388,614,663.74,0.65,6.1,0.009390102,1.663383705
15/09/2021,Promos,92.41,8697,149,126.83,0.62,10.63,0.017132344,1.372470512
15/09/2021,Wholesale,66,6733,48,77.62,1.38,9.8,0.007129066,1.176060606
14/09/2021,Brand,1.73,15498,5,1.3,0.35,0.11,0.000322622,0.751445087
14/09/2021,Crazy discounts,21.29,17551,340,17.8,0.06,1.21,0.019372116,0.836073274
14/09/2021,Electronics,311.71,28902,693,347.37,0.45,10.79,0.023977579,1.114401206
14/09/2021,Lookalike,203.87,13422,376,343.85,0.54,15.19,0.028013709,1.686614019
14/09/2021,Promos,70.65,22233,210,131.52,0.34,3.18,0.009445419,1.861571125
14/09/2021,Wholesale,100.48,21897,83,112.03,1.21,4.59,0.003790474,1.114948248
13/09/2021,Brand,1.32,11505,1,1.53,1.32,0.11,8.69187E-05,1.159090909
13/09/2021,Crazy discounts,11.98,9856,143,20.84,0.08,1.22,0.014508929,1.739565943
13/09/2021,Electronics,136.96,48660,139,185,0.99,2.81,0.002856556,1.350759346
13/09/2021,Lookalike,248.66,109701,522,302.13,0.48,2.27,0.004758389,1.215032575
13/09/2021,Promos,20.68,23664,119,38.42,0.17,0.87,0.005028736,1.857833656
13/09/2021,Wholesale,141.97,24157,155,195.21,0.92,5.88,0.00641636,1.375008805
12/09/2021,Crazy discounts,15.35,8880,345,12.8,0.04,1.73,0.038851351,0.833876221
12/09/2021,Electronics,189.6,77612,306,187.06,0.62,2.44,0.003942689,0.986603376
12/09/2021,Lookalike,82.39,71246,182,129.52,0.45,1.16,0.002554529,1.572035441
12/09/2021,Promos,69.93,31789,88,119.03,0.79,2.2,0.002768253,1.702130702
12/09/2021,Wholesale,45.14,12155,91,44.05,0.5,3.71,0.007486631,0.975852902
11/09/2021,Brand,7.32,2833,2,5.68,3.66,2.58,0.000705965,0.775956284
11/09/2021,Crazy discounts,20.83,10148,193,27.35,0.11,2.05,0.019018526,1.313010082
11/09/2021,Electronics,141.19,26177,159,134.72,0.89,5.39,0.006074034,0.954175225
11/09/2021,Lookalike,220.57,56419,138,250.97,1.6,3.91,0.002445985,1.137824727
11/09/2021,Promos,98.34,33457,103,207.31,0.95,2.94,0.003078578,2.108094366
11/09/2021,Wholesale,93.52,26004,79,108.89,1.18,3.6,0.003037994,1.164349872
10/09/2021,Brand,1.95,8089,2,2.07,0.98,0.24,0.000247249,1.061538462
10/09/2021,Crazy discounts,18.18,10746,38,22.71,0.48,1.69,0.0035362,1.249174917
10/09/2021,Electronics,428.5,37540,269,370.57,1.59,11.41,0.00716569,0.864807468
10/09/2021,Lookalike,266.61,75473,560,221.87,0.48,3.53,0.007419872,0.83218934
10/09/2021,Promos,14.27,23940,165,30.33,0.09,0.6,0.006892231,2.125437982
10/09/2021,Wholesale,83.32,22252,97,76.12,0.86,3.74,0.004359159,0.913586174
09/09/2021,Brand,4.17,7102,4,4.39,1.04,0.59,0.000563222,1.052757794
09/09/2021,Crazy discounts,20.91,5315,83,22.09,0.25,3.93,0.015616181,1.056432329
09/09/2021,Electronics,66.94,34620,458,105.24,0.15,1.93,0.013229347,1.572154168
09/09/2021,Lookalike,197.69,70877,426,203.98,0.46,2.79,0.006010412,1.031817492
09/09/2021,Promos,61.5,26653,80,139.98,0.77,2.31,0.003001538,2.276097561
09/09/2021,Wholesale,75.19,8962,152,80.29,0.49,8.39,0.0169605,1.067828169
08/09/2021,Electronics,313.05,127916,119,324.91,2.63,2.45,0.000930298,1.037885322
08/09/2021,Lookalike,312.93,67173,553,290.06,0.57,4.66,0.008232474,0.926916563
08/09/2021,Promos,17.95,17332,219,19.11,0.08,1.04,0.012635587,1.064623955
08/09/2021,Wholesale,120.42,27086,101,148.29,1.19,4.45,0.003728864,1.23143996
07/09/2021,Crazy discounts,27.74,11147,178,31.36,0.16,2.49,0.015968422,1.130497477
07/09/2021,Electronics,400.08,66407,704,516.34,0.57,6.02,0.010601292,1.290591882
07/09/2021,Lookalike,134.42,87936,468,148.2,0.29,1.53,0.005322052,1.102514507
07/09/2021,Promos,65.76,11811,180,74.64,0.37,5.57,0.01524003,1.135036496
07/09/2021,Wholesale,87.61,34424,109,143.81,0.8,2.55,0.003166396,1.641479283
06/09/2021,Crazy discounts,13.47,9229,155,11.99,0.09,1.46,0.016794886,0.890126206
06/09/2021,Electronics,254.87,85563,672,345.69,0.38,2.98,0.007853862,1.356338526
06/09/2021,Lookalike,139.68,82770,319,183.16,0.44,1.69,0.003854053,1.311282932
06/09/2021,Promos,56.42,7864,164,59.23,0.34,7.17,0.020854527,1.049805034
06/09/2021,Wholesale,74.45,28667,162,91.51,0.46,2.6,0.005651097,1.229147079
05/09/2021,Crazy discounts,14.75,3274,165,13.36,0.09,4.51,0.050397068,0.905762712
05/09/2021,Electronics,256.88,31474,613,237.34,0.42,8.16,0.019476393,0.923933354
05/09/2021,Lookalike,88.91,55767,444,124.84,0.2,1.59,0.007961698,1.404116522
05/09/2021,Promos,93.23,15541,69,203.77,1.35,6,0.004439869,2.185669849
05/09/2021,Wholesale,120.19,18890,134,142.24,0.9,6.36,0.0070937,1.183459522
04/09/2021,Crazy discounts,18.24,11204,176,14.67,0.1,1.63,0.015708675,0.804276316
04/09/2021,Electronics,384,107630,602,364.11,0.64,3.57,0.005593236,0.948203125
04/09/2021,Lookalike,359.21,74790,478,415.57,0.75,4.8,0.006391229,1.156899864
04/09/2021,Promos,80.69,19192,250,176.2,0.32,4.2,0.013026261,2.183665882
04/09/2021,Wholesale,135.47,17596,47,157.17,2.88,7.7,0.002671062,1.160183066
03/09/2021,Crazy discounts,9.11,19262,318,10.05,0.03,0.47,0.016509189,1.103183315
03/09/2021,Electronics,382.44,76038,445,398.81,0.86,5.03,0.005852337,1.0428041
03/09/2021,Lookalike,154.38,54706,412,245.91,0.37,2.82,0.007531167,1.59288768
03/09/2021,Wholesale,48.45,13084,109,59.32,0.44,3.7,0.008330786,1.224355005
02/09/2021,Crazy discounts,14.77,8245,48,24.41,0.31,1.79,0.00582171,1.65267434
02/09/2021,Lookalike,174.46,78134,1123,230.13,0.16,2.23,0.014372744,1.319098934
02/09/2021,Promos,45.34,23450,243,62.63,0.19,1.93,0.010362473,1.381340979
02/09/2021,Wholesale,90.01,25244,243,91.74,0.37,3.57,0.00962605,1.019220087
01/09/2021,Crazy discounts,33.47,18238,65,38.92,0.51,1.84,0.003563987,1.162832387
01/09/2021,Electronics,193.95,85797,834,323.33,0.23,2.26,0.00972062,1.667079144
01/09/2021,Lookalike,64.7,85045,431,86.33,0.15,0.76,0.005067905,1.33431221
01/09/2021,Promos,34.56,12498,325,81.91,0.11,2.77,0.026004161,2.370081019
01/09/2021,Wholesale,79.1,17812,119,64.07,0.66,4.44,0.006680889,0.809987358
31/08/2021,Crazy discounts,7.9,11078,103,13.4,0.08,0.71,0.009297707,1.696202532
31/08/2021,Electronics,61.19,86327,222,103.47,0.28,0.71,0.002571617,1.690962576
31/08/2021,Lookalike,227.86,41901,841,322.04,0.27,5.44,0.02007112,1.413323971
31/08/2021,New items,0,0,0,0,,,,
31/08/2021,Promos,74.55,24286,276,126.22,0.27,3.07,0.011364572,1.693091885
31/08/2021,Wholesale,33.21,16581,219,39.75,0.15,2,0.013207889,1.196928636
30/08/2021,Crazy discounts,26.93,7475,293,27.02,0.09,3.6,0.039197324,1.003341998
30/08/2021,Electronics,415.34,36300,448,693.76,0.93,11.44,0.012341598,1.67034237
30/08/2021,Lookalike,137.36,98327,1057,213.44,0.13,1.4,0.010749845,1.553873034
30/08/2021,Promos,70.36,7842,274,159.11,0.26,8.97,0.034940066,2.261370097
30/08/2021,Wholesale,163.44,27310,102,140.92,1.6,5.98,0.003734896,0.862212433
29/08/2021,Crazy discounts,14.95,13913,150,15.94,0.1,1.07,0.010781284,1.066220736
29/08/2021,Electronics,243.29,69156,465,419.89,0.52,3.52,0.006723929,1.725882691
29/08/2021,Lookalike,201.2,88375,281,342.54,0.72,2.28,0.003179632,1.702485089
29/08/2021,Promos,57.87,10246,77,131.61,0.75,5.65,0.007515128,2.274235355
29/08/2021,Wholesale,80,10115,65,118.56,1.23,7.91,0.0064261,1.482
28/08/2021,Crazy discounts,21.87,15524,164,26.33,0.13,1.41,0.010564288,1.203932327
28/08/2021,Electronics,306.97,109558,884,494.03,0.35,2.8,0.008068785,1.609375509
28/08/2021,Lookalike,210.29,86465,1039,188.23,0.2,2.43,0.012016423,0.895097247
28/08/2021,New items,0,0,0,0,,,,
28/08/2021,Promos,40.8,8550,306,74.02,0.13,4.77,0.035789474,1.814215686
28/08/2021,Wholesale,138.71,16849,157,209.43,0.88,8.23,0.00931806,1.509840675
27/08/2021,Crazy discounts,28.7,15577,147,28.49,0.2,1.84,0.00943699,0.992682927
27/08/2021,Electronics,234.56,98245,863,263.87,0.27,2.39,0.008784162,1.124957367
27/08/2021,Lookalike,255.39,80692,436,256.85,0.59,3.16,0.005403262,1.005716747
27/08/2021,Promos,36.68,37801,174,84.83,0.21,0.97,0.004603053,2.312704471
27/08/2021,Wholesale,161.49,8427,209,198.31,0.77,19.16,0.024801234,1.228001734
26/08/2021,Electronics,129.07,19278,216,204.17,0.6,6.7,0.011204482,1.581854807
26/08/2021,Lookalike,275.22,93026,504,361.82,0.55,2.96,0.00541784,1.314657365
26/08/2021,Promos,15.56,29000,209,23.71,0.07,0.54,0.007206897,1.52377892
26/08/2021,Wholesale,41.01,20863,116,46.38,0.35,1.97,0.005560082,1.130943672
25/08/2021,Crazy discounts,10.72,10228,91,14.33,0.12,1.05,0.008897145,1.336753731
25/08/2021,Lookalike,268.75,92696,355,217.76,0.76,2.9,0.003829723,0.810269767
25/08/2021,New items,10.6,2394,55,16.08,0.19,4.43,0.022974102,1.516981132
25/08/2021,Promos,29.3,12705,105,39.04,0.28,2.31,0.008264463,1.332423208
25/08/2021,Wholesale,122.41,19679,102,123.96,1.2,6.22,0.00518319,1.012662364
24/08/2021,Crazy discounts,12.38,10748,345,15.67,0.04,1.15,0.032098995,1.265751212
24/08/2021,Electronics,108.44,116059,541,153.34,0.2,0.93,0.004661422,1.414053855
24/08/2021,Lookalike,120.67,118711,1445,120.37,0.08,1.02,0.012172419,0.997513881
24/08/2021,New items,45.38,17199,198,47.46,0.23,2.64,0.011512297,1.04583517
24/08/2021,Wholesale,72.73,18593,58,65.75,1.25,3.91,0.003119454,0.904028599
23/08/2021,Crazy discounts,20.08,11632,258,15.83,0.08,1.73,0.022180193,0.788346614
23/08/2021,Electronics,352.26,40279,797,301.96,0.44,8.75,0.019786986,0.857207744
23/08/2021,Lookalike,130.71,87117,830,181.21,0.16,1.5,0.009527417,1.386351465
23/08/2021,New items,42.16,12907,331,62.55,0.13,3.27,0.025644999,1.483633776
23/08/2021,Promos,26.8,18662,146,45.62,0.18,1.44,0.007823384,1.702238806
23/08/2021,Wholesale,81.1,27200,131,88.88,0.62,2.98,0.004816176,1.095930949
22/08/2021,Crazy discounts,26.87,2856,147,40.82,0.18,9.41,0.051470588,1.519166357
22/08/2021,Electronics,330.51,105017,1014,342.41,0.33,3.15,0.00965558,1.036004962
22/08/2021,Lookalike,125,124278,1321,156.04,0.09,1.01,0.010629395,1.24832
22/08/2021,New items,57.77,4447,177,51.95,0.33,12.99,0.039802114,0.899255669
22/08/2021,Wholesale,72.29,42052,203,98.37,0.36,1.72,0.004827357,1.360769124
21/08/2021,Crazy discounts,16.5,18086,311,28.19,0.05,0.91,0.017195621,1.708484848
21/08/2021,Electronics,424.8,31572,658,601.03,0.65,13.45,0.020841252,1.414854049
21/08/2021,Lookalike,262.98,52158,843,208.68,0.31,5.04,0.01616243,0.79352042
21/08/2021,New items,26.8,6305,269,22.26,0.1,4.25,0.042664552,0.830597015
21/08/2021,Promos,31.34,31247,171,63.62,0.18,1,0.005472525,2.029993618
21/08/2021,Wholesale,87.35,40371,61,108.02,1.43,2.16,0.001510986,1.23663423
20/08/2021,Crazy discounts,22.44,8681,46,18.59,0.49,2.58,0.005298929,0.828431373
20/08/2021,Electronics,262.87,45182,614,269.33,0.43,5.82,0.013589483,1.024574885
20/08/2021,Lookalike,207.57,104816,796,335.48,0.26,1.98,0.00759426,1.616225852
20/08/2021,New items,47.24,6271,319,49.44,0.15,7.53,0.05086908,1.046570703
20/08/2021,Promos,82.63,10526,197,141.87,0.42,7.85,0.018715561,1.716930897
20/08/2021,Wholesale,58.23,27915,91,62.47,0.64,2.09,0.003259896,1.0728147
19/08/2021,Crazy discounts,32.59,24899,75,40.55,0.43,1.31,0.003012169,1.244246701
19/08/2021,Electronics,152.58,141516,766,233.38,0.2,1.08,0.005412816,1.529558265
19/08/2021,Lookalike,32.61,4958,85,34.52,0.38,6.58,0.01714401,1.05857099
19/08/2021,New items,33.48,16020,148,53.89,0.23,2.09,0.009238452,1.609617682
19/08/2021,Promos,36.74,6224,99,40.57,0.37,5.9,0.01590617,1.104246053
19/08/2021,Wholesale,126.75,30918,66,130.47,1.92,4.1,0.002134679,1.029349112
18/08/2021,Crazy discounts,28.76,11224,148,43.66,0.19,2.56,0.01318603,1.518080668
18/08/2021,Electronics,398.46,69406,564,302.19,0.71,5.74,0.008126099,0.75839482
18/08/2021,Lookalike,161.89,29242,701,222.8,0.23,5.54,0.023972369,1.376243128
18/08/2021,New items,26.61,11814,386,23.05,0.07,2.25,0.0326731,0.866215708
18/08/2021,Promos,44.79,5315,76,102.92,0.59,8.43,0.014299153,2.297834338
18/08/2021,Wholesale,121.19,34310,57,148.12,2.13,3.53,0.001661323,1.222213054
17/08/2021,Crazy discounts,4.99,538,16,6.26,0.31,9.28,0.029739777,1.254509018
17/08/2021,Electronics,325.68,123179,750,553.45,0.43,2.64,0.0060887,1.699367477
17/08/2021,Lookalike,153.54,45678,359,258.61,0.43,3.36,0.007859363,1.68431679
17/08/2021,New items,52,9078,290,61.96,0.18,5.73,0.031945362,1.191538462
17/08/2021,Promos,36.65,12257,122,44.15,0.3,2.99,0.009953496,1.204638472
17/08/2021,Wholesale,97.82,12024,249,120.55,0.39,8.14,0.020708583,1.232365569
16/08/2021,Brand,1.89,2159,0,2.64,,0.88,0,1.396825397
16/08/2021,Crazy discounts,10.17,15372,273,9,0.04,0.66,0.017759563,0.884955752
16/08/2021,Electronics,216.35,51860,1025,277.96,0.21,4.17,0.019764751,1.284770049
16/08/2021,Lookalike,113.55,169601,1940,111.21,0.06,0.67,0.011438612,0.979392338
16/08/2021,New items,56,10607,261,80.79,0.21,5.28,0.024606392,1.442678571
16/08/2021,Promos,9.92,20464,45,20.62,0.22,0.48,0.002198984,2.078629032
16/08/2021,Wholesale,84.17,38426,255,116.16,0.33,2.19,0.006636132,1.380064156
15/08/2021,Brand,7.54,8837,1,11.95,7.54,0.85,0.000113161,1.584880637
15/08/2021,Crazy discounts,26.4,17296,116,39.34,0.23,1.53,0.006706753,1.490151515
15/08/2021,Electronics,438.23,94314,796,651.39,0.55,4.65,0.008439892,1.486411245
15/08/2021,Lookalike,298.23,100231,256,315.02,1.16,2.98,0.0025541,1.05629883
15/08/2021,New items,56.24,6138,84,48.88,0.67,9.16,0.013685239,0.86913229
15/08/2021,Promos,57.98,3668,107,104.96,0.54,15.81,0.02917121,1.810279407
15/08/2021,Wholesale,72.82,28189,184,73.16,0.4,2.58,0.006527369,1.004669047
14/08/2021,Brand,3.81,5871,3,4.51,1.27,0.65,0.000510986,1.183727034
14/08/2021,Crazy discounts,24.11,15020,190,18.31,0.13,1.61,0.0126498,0.759435919
14/08/2021,Electronics,66.23,92507,420,50.45,0.16,0.72,0.004540197,0.761739393
14/08/2021,Lookalike,258.45,110907,509,374.25,0.51,2.33,0.004589431,1.448055717
14/08/2021,New items,51.17,12437,291,61.51,0.18,4.11,0.023397926,1.202071526
14/08/2021,Promos,11.95,16303,91,27.29,0.13,0.73,0.005581795,2.283682008
14/08/2021,Wholesale,76.13,32623,123,95.71,0.62,2.33,0.003770346,1.257191646
13/08/2021,Brand,2.87,6717,3,2.36,0.96,0.43,0.000446628,0.822299652
13/08/2021,Crazy discounts,34.88,8930,296,58.86,0.12,3.91,0.033146697,1.6875
13/08/2021,Lookalike,242.77,103470,1141,268.43,0.21,2.35,0.011027351,1.10569675
13/08/2021,New items,32.75,13407,306,41.08,0.11,2.44,0.022823898,1.254351145
13/08/2021,Promos,42.11,12735,142,61.33,0.3,3.31,0.011150373,1.456423652
13/08/2021,Wholesale,69.36,34631,172,106.96,0.4,2,0.004966648,1.542099193
12/08/2021,Brand,2.2,13026,4,3.26,0.55,0.17,0.000307078,1.481818182
12/08/2021,Electronics,313.06,26691,767,512.25,0.41,11.73,0.028736278,1.636267808
12/08/2021,Lookalike,184.19,162394,1428,310.77,0.13,1.13,0.008793428,1.687225148
12/08/2021,New items,5.75,1865,75,7.45,0.08,3.08,0.040214477,1.295652174
12/08/2021,Promos,12.91,15923,62,22.71,0.21,0.81,0.003893739,1.759101472
12/08/2021,Wholesale,116.48,10971,160,131.92,0.73,10.62,0.014583903,1.132554945
11/08/2021,Brand,7.83,8374,5,6.02,1.57,0.94,0.000597086,0.768837803
11/08/2021,Crazy discounts,23.23,15004,95,34.57,0.24,1.55,0.006331645,1.48816186
11/08/2021,Electronics,145.05,134249,729,235.69,0.2,1.08,0.005430208,1.62488797
11/08/2021,Lookalike,344.34,101038,1178,302.69,0.29,3.41,0.01165898,0.879043968
11/08/2021,New items,14.45,6130,42,17.04,0.34,2.36,0.00685155,1.179238754
11/08/2021,Wholesale,153.39,25038,182,181.33,0.84,6.13,0.007268951,1.182150075
10/08/2021,Brand,6.82,11879,2,7.48,3.41,0.57,0.000168364,1.096774194
10/08/2021,Crazy discounts,25.97,6001,186,40.98,0.14,4.33,0.030994834,1.577974586
10/08/2021,Electronics,112.14,106771,830,102.62,0.14,1.05,0.007773646,0.915106117
10/08/2021,Lookalike,331.45,131586,844,350.69,0.39,2.52,0.006414056,1.058047971
10/08/2021,New items,7.51,5469,19,12,0.4,1.37,0.003474127,1.597869507
10/08/2021,Promos,60.2,26065,97,72.04,0.62,2.31,0.003721466,1.196677741
10/08/2021,Wholesale,45.55,27420,92,79.13,0.5,1.66,0.003355215,1.737211855
09/08/2021,Brand,2.69,16225,2,3.45,1.35,0.17,0.000123267,1.282527881
09/08/2021,Crazy discounts,19.9,5968,333,32.3,0.06,3.33,0.055797587,1.623115578
09/08/2021,Electronics,72.64,54081,591,67.65,0.12,1.34,0.010928052,0.931305066
09/08/2021,Lookalike,216.31,133025,1075,262.43,0.2,1.63,0.008081188,1.213212519
09/08/2021,New items,0,0,0,0,,,,
09/08/2021,Promos,26.69,16688,57,44.52,0.47,1.6,0.003415628,1.668040465
09/08/2021,Wholesale,112.3,16174,102,183.19,1.1,6.94,0.006306418,1.631255565
08/08/2021,Brand,5.79,16221,6,4.46,0.97,0.36,0.000369891,0.77029361
08/08/2021,Crazy discounts,20.06,20096,161,22.4,0.12,1,0.008011545,1.11665005
08/08/2021,Electronics,214.87,90544,442,281.84,0.49,2.37,0.004881605,1.311676828
08/08/2021,Lookalike,81.64,144601,811,122.22,0.1,0.56,0.005608537,1.497060265
08/08/2021,New items,12.82,14956,179,14.66,0.07,0.86,0.011968441,1.143525741
08/08/2021,Promos,60.92,14778,146,92.98,0.42,4.12,0.009879551,1.526263953
08/08/2021,Wholesale,16.35,3343,25,12.44,0.65,4.89,0.007478313,0.760856269
07/08/2021,Brand,6.29,4539,2,6.46,3.15,1.39,0.000440626,1.027027027
07/08/2021,Crazy discounts,33.05,10530,354,41.6,0.09,3.14,0.033618234,1.258698941
07/08/2021,Lookalike,173.78,110839,1245,268.3,0.14,1.57,0.011232508,1.543906088
07/08/2021,New items,16.78,15620,375,21.53,0.04,1.07,0.024007682,1.283075089
07/08/2021,Promos,31.25,18688,51,44.15,0.61,1.67,0.002729024,1.4128
07/08/2021,Wholesale,46.38,23870,102,51.82,0.45,1.94,0.004273146,1.117291936
06/08/2021,Brand,4.32,14286,3,5.25,1.44,0.3,0.000209996,1.215277778
06/08/2021,Crazy discounts,10.79,13330,484,12.28,0.02,0.81,0.036309077,1.138090825
06/08/2021,Electronics,399.49,41571,298,567.58,1.34,9.61,0.007168459,1.420761471
06/08/2021,Lookalike,412.52,73544,1688,597.45,0.24,5.61,0.022952246,1.448293416
06/08/2021,New items,24.94,8177,233,21.64,0.11,3.05,0.028494558,0.867682438
06/08/2021,Promos,27.32,9959,104,40.18,0.26,2.74,0.010442816,1.470717423
06/08/2021,Wholesale,76.66,10253,154,83.06,0.5,7.48,0.015019994,1.08348552
05/08/2021,Brand,7.96,2960,2,6.08,3.98,2.69,0.000675676,0.763819095
05/08/2021,Crazy discounts,9.69,17054,306,12.84,0.03,0.57,0.017943005,1.325077399
05/08/2021,Electronics,147.58,107085,739,231.28,0.2,1.38,0.00690106,1.56715002
05/08/2021,Lookalike,356.95,133513,742,497.16,0.48,2.67,0.005557511,1.392800112
05/08/2021,New items,26.08,9704,50,42.06,0.52,2.69,0.005152514,1.612730061
05/08/2021,Wholesale,48.71,26556,119,49.03,0.41,1.83,0.004481097,1.006569493
04/08/2021,Brand,8.46,6563,7,13.04,1.21,1.29,0.001066585,1.541371158
04/08/2021,Crazy discounts,30.31,19522,582,39.97,0.05,1.55,0.029812519,1.318706697
04/08/2021,Electronics,190.06,98663,728,186.34,0.26,1.93,0.007378653,0.980427234
04/08/2021,Lookalike,324.72,149507,1675,363.37,0.19,2.17,0.011203489,1.119025622
04/08/2021,New items,33.59,9172,85,52.16,0.4,3.66,0.009267335,1.552843108
04/08/2021,Promos,29.14,24364,153,42.17,0.19,1.2,0.006279757,1.447151682
04/08/2021,Wholesale,152.36,17201,127,173.57,1.2,8.86,0.007383292,1.139209766
03/08/2021,Brand,6.4,15864,4,10.49,1.6,0.4,0.000252143,1.6390625
03/08/2021,Crazy discounts,11.41,8907,118,9.81,0.1,1.28,0.013248007,0.85977213
03/08/2021,Electronics,159.3,77477,886,132.26,0.18,2.06,0.011435652,0.830257376
03/08/2021,Lookalike,287.47,92539,561,363.42,0.51,3.11,0.006062309,1.264201482
03/08/2021,New items,37.53,14489,90,48.79,0.42,2.59,0.006211609,1.300026645
03/08/2021,Wholesale,143.44,20080,302,140.47,0.47,7.14,0.015039841,0.979294479
02/08/2021,Brand,6.03,7522,11,4.94,0.55,0.8,0.001462377,0.819237148
02/08/2021,Crazy discounts,23.5,11764,260,31.89,0.09,2,0.022101326,1.357021277
02/08/2021,Electronics,68.77,88247,498,97.31,0.14,0.78,0.005643251,1.415006544
02/08/2021,Lookalike,277.67,45946,1654,251.75,0.17,6.04,0.035998781,0.906651781
02/08/2021,Promos,46.17,27888,181,70.54,0.26,1.66,0.006490247,1.527831925
02/08/2021,Wholesale,112.91,31531,162,149.14,0.7,3.58,0.005137801,1.320875033
01/08/2021,Crazy discounts,27.52,8941,205,28.81,0.13,3.08,0.022928084,1.046875
01/08/2021,Electronics,254.84,36102,268,233.8,0.95,7.06,0.007423411,0.917438393
01/08/2021,Lookalike,324.26,103488,1370,430.88,0.24,3.13,0.01323825,1.328810214
01/08/2021,New items,51.72,21354,273,42.68,0.19,2.42,0.01278449,0.825212684
01/08/2021,Promos,39.08,10525,40,66.88,0.98,3.71,0.003800475,1.71136131
01/08/2021,Wholesale,99.86,11194,73,120.41,1.37,8.92,0.006521351,1.205788103
31/07/2021,Crazy discounts,20.47,9815,269,20.07,0.08,2.09,0.02740703,0.980459209
31/07/2021,Lookalike,276.41,40289,1399,263.5,0.2,6.86,0.034724118,0.95329402
31/07/2021,New items,7.6,13652,64,6.74,0.12,0.56,0.004687958,0.886842105
31/07/2021,Promos,25.91,25030,40,51.54,0.65,1.04,0.001598082,1.989193362
31/07/2021,Wholesale,109.14,12491,183,114.44,0.6,8.74,0.014650548,1.048561481
30/07/2021,Electronics,57.75,43594,173,60.81,0.33,1.32,0.003968436,1.052987013
30/07/2021,Lookalike,378.5,104578,458,389.61,0.83,3.62,0.004379506,1.029352708
30/07/2021,New items,11.93,2360,231,9.47,0.05,5.06,0.097881356,0.79379715
30/07/2021,Wholesale,70.94,25359,181,102.37,0.39,2.8,0.007137505,1.443050465
29/07/2021,Crazy discounts,19.76,11999,166,26.45,0.12,1.65,0.013834486,1.338562753
29/07/2021,Electronics,259.88,34908,266,318.56,0.98,7.44,0.00762003,1.225796521
29/07/2021,Lookalike,322.81,131756,767,339.24,0.42,2.45,0.005821367,1.050896812
29/07/2021,New items,25.97,10931,84,25.47,0.31,2.38,0.007684567,0.980747016
29/07/2021,Promos,40.09,13349,34,65.36,1.18,3,0.002547007,1.630331754
29/07/2021,Wholesale,108.14,17678,90,151.73,1.2,6.12,0.005091074,1.403088589
28/07/2021,Crazy discounts,28.58,12238,227,26.45,0.13,2.34,0.018548782,0.925472358
28/07/2021,Electronics,256.99,95050,780,264.78,0.33,2.7,0.008206207,1.030312464
28/07/2021,Lookalike,360.3,76898,1236,555.48,0.29,4.69,0.01607324,1.541715237
28/07/2021,New items,33.31,6557,434,40.87,0.08,5.08,0.066188806,1.226958871
28/07/2021,Promos,27.39,5669,54,65.93,0.51,4.83,0.00952549,2.407082877
28/07/2021,Wholesale,99.11,28734,156,159.28,0.64,3.45,0.005429108,1.607103219
27/07/2021,Crazy discounts,31.21,6425,264,26.81,0.12,4.86,0.041089494,0.859019545
27/07/2021,Electronics,78.66,95014,157,75.37,0.5,0.83,0.001652388,0.958174422
27/07/2021,Lookalike,494.3,98849,509,828.15,0.97,5,0.005149268,1.675399555
27/07/2021,New items,26.84,9077,340,22,0.08,2.96,0.03745731,0.819672131
27/07/2021,Promos,50.41,20896,161,78.89,0.31,2.41,0.007704824,1.564967268
27/07/2021,Wholesale,45.21,15956,139,76.76,0.33,2.83,0.008711457,1.697854457
